id,title,list_placement,author_id,author,pages,date,series,avg_rating,ratings,list_score,list_votes
15997,Paradise Lost,292,9876,John Milton,453,1667,False,3.81,137130,43555,589
27494,Leaves of Grass,293,1438,Walt Whitman,624,1892,False,4.12,89901,43537,591
3236307,Graceling,294,1373880,Kristin Cashore,471,2008,True,4.07,385331,43348,513
569564,The Complete Works,295,947,William Shakespeare,1248,1623,False,4.5,50181,42988,559
40440,The Thirteenth Tale,296,22665,Diane Setterfield,406,2006,False,3.97,272574,42961,522
11297,Norwegian Wood,297,3354,Haruki Murakami,296,1987,True,4.03,348042,42887,494
29579,Foundation,298,16667,Isaac Asimov,244,1951,True,4.17,410294,42851,525
133518,The Things They Carried,299,2330,Tim O&#39;Brien,246,1990,False,4.13,253296,42780,523
4687,The Cider House Rules,300,3075,John Irving,973,1985,False,4.13,161365,42690,573
2493,The Time Machine,301,880695,H.G. Wells,118,1895,False,3.89,413531,42650,595
39662,Different Seasons,302,3389,Stephen King,560,1982,False,4.34,177014,42522,573
4929,Kafka on the Shore,303,3354,Haruki Murakami,467,2002,True,4.13,306352,41829,475
93,Heidi,304,49,Johanna Spyri,352,1880,True,3.99,172643,41699,582
37732,"Are You There God? It's Me, Margaret",305,12942,Judy Blume,149,1970,False,3.9,189490,41526,555
8755776,City of Lost Souls,306,150038,Cassandra Clare,546,2012,True,4.27,424829,41154,513
10959,Sophie's World,307,1388082,Jostein Gaarder,403,1991,False,3.93,200609,41017,497
16902,Walden,308,10264,Henry David Thoreau,352,1854,False,3.78,158139,40603,543
1215032,The Wise Man's Fear,309,108424,Patrick Rothfuss,994,2011,True,4.56,428576,40195,443
40937505,زندگی مه آلود پریا,310,18235662,سید مرتضی مصطفوی,204,2015,False,3.92,948,39342,396
58345,The Awakening,311,5132,Kate Chopin,195,1899,False,3.65,170751,39307,501
16068905,Fangirl,312,4208569,Rainbow Rowell,483,2013,False,4.05,575873,39173,450
228560,Sophie's Choice,313,7565,William Styron,562,1979,False,4.18,81760,38844,528
16735,The Prince of Tides,314,6942,Pat Conroy,679,1986,False,4.23,193994,38129,502
6334,Never Let Me Go,315,4280,Kazuo Ishiguro,288,2005,False,3.82,472476,38106,467
9520360,The Son of Neptune,316,15872,Rick Riordan,513,2011,True,4.43,413615,37699,476
301082,Dead Until Dark,317,17061,Charlaine Harris,292,2001,True,3.96,496296,37299,470
9375,Fried Green Tomatoes at the Whistle Stop Cafe,318,6125,Fannie Flagg,416,1987,True,4.28,266053,37166,518
11857408,Fifty Shades Darker,319,4725841,E.L. James,532,2011,True,3.84,745900,37096,439
9969571,Ready Player One,320,31712,Ernest Cline,374,2011,True,4.26,862390,36900,411
19089,Middlemarch,321,173,George Eliot,904,1871,False,3.97,135771,36618,457
44186,The Monster at the End of this Book,322,24824,Jon Stone,32,1971,True,4.44,120047,36511,451
17927395,A Court of Mist and Fury,323,3433047,Sarah J. Maas,626,2016,True,4.62,334488,36424,393
37781,Things Fall Apart,324,8051,Chinua Achebe,209,1958,True,3.68,288397,36188,467
227443,Bridget Jones's Diary,325,3090,Helen Fielding,288,1996,True,3.78,881905,36092,497
14942,Mrs. Dalloway,326,6765,Virginia Woolf,194,1925,False,3.79,223776,35980,477
7260188,Mockingjay,327,153394,Suzanne Collins,390,2010,True,4.04,2351652,35966,464
5113,Franny and Zooey,328,819789,J.D. Salinger,201,1955,False,3.98,185672,35744,457
122,The Power of One,329,63,Bryce Courtenay,544,1989,True,4.33,79386,35295,404
65605,The Magician's Nephew,330,1069006,C.S. Lewis,221,1955,True,4.04,411172,35192,488
16793,Stardust,331,1221698,Neil Gaiman,248,1997,False,4.08,359171,35091,452
32542,A Time to Kill,332,721,John Grisham,515,1989,True,4.08,704393,35059,473
43615,The Gunslinger,333,3389,Stephen King,231,1982,True,3.95,515537,34913,430
47281,Number the Stars,334,2493,Lois Lowry,137,1989,False,4.15,448988,34665,456
36402034,Do Androids Dream of Electric Sheep?,335,4764,Philip K. Dick,258,1968,True,4.08,346212,34468,445
18710190,Allegiant,336,4039811,Veronica Roth,526,2013,True,3.62,827969,34417,422
15745753,Eleanor &amp; Park,337,4208569,Rainbow Rowell,328,2012,False,4.05,861358,34316,400
21,A Short History of Nearly Everything,338,7,Bill Bryson,544,2003,False,4.2,298811,34290,413
33,The Lord of the Rings,339,656983,J.R.R. Tolkien,1216,1955,True,4.5,565611,34208,410
17347634,Me Before You,340,281810,Jojo Moyes,369,2012,True,4.26,1150886,34172,397
12127750,The Mark of Athena,341,15872,Rick Riordan,586,2012,True,4.45,441285,34163,422
3153910,The Art of Racing in the Rain,342,194531,Garth Stein,321,2008,False,4.21,452310,34060,404
9275658,Legend,343,4342215,Marie Lu,305,2011,True,4.17,411628,34057,391
7235533,The Way of Kings,344,38550,Brandon Sanderson,1007,2010,True,4.63,303940,34012,359
4374400,If I Stay,345,295178,Gayle Forman,201,2009,True,3.94,712962,33968,407
3685,Black Beauty,346,2530,Anna Sewell,245,1877,False,3.96,239243,33920,489
8921,The Hound of the Baskervilles,347,2448,Arthur Conan Doyle,256,1901,True,4.12,254594,33810,470
7588,A Portrait of the Artist as a Young Man,348,5144,James Joyce,329,1916,False,3.62,128113,33763,443
7733,Gulliver's Travels,349,1831,Jonathan Swift,306,1726,False,3.57,232198,33672,516
5826,Bel Canto,350,7136914,Ann Patchett,318,2001,False,3.93,239814,33500,405
28676,American Psycho,351,2751,Bret Easton Ellis,399,1991,False,3.82,242434,33463,402
5805,V for Vendetta,352,3961,Alan Moore,296,1990,True,4.25,264652,33219,433
310259,Love You Forever,353,6039100,Robert Munsch,32,1986,False,4.36,202627,33186,421
6327,The Witches,354,4273,Roald Dahl,208,1983,False,4.17,314637,33065,443
646462,القرآن الكريم,355,5158478,Anonymous,604,650,False,4.35,57505,32967,372
2213661,The Graveyard Book,356,1221698,Neil Gaiman,307,2008,False,4.13,438644,32962,422
14905,The Complete Novels,357,1265,Jane Austen,1344,1813,False,4.56,29755,32890,442
13536860,Fifty Shades Freed,358,4725841,E.L. James,579,2012,True,3.85,714548,32774,390
10920,Cold Mountain,359,7130,Charles Frazier,356,1997,False,3.86,221661,32650,443
43035,White Fang,360,1240,Jack London,252,1906,False,3.98,153862,32467,463
11387515,Wonder,361,4859212,R.J. Palacio,315,2012,True,4.44,735159,32281,376
52357,Beowulf,362,4699102,Unknown,245,900,False,3.45,239184,31884,459
68428,The Final Empire,363,38550,Brandon Sanderson,544,2006,True,4.45,402900,31853,351
84981,Tuck Everlasting,364,1954,Natalie Babbitt,148,1975,False,3.87,232598,31793,434
6304335,Beautiful Creatures,365,2895706,Kami Garcia,563,2009,True,3.76,539944,31680,391
16631,Steppenwolf,366,1113469,Hermann Hesse,256,1927,False,4.13,135957,31588,399
42899,Dark Lover,367,20248,J.R. Ward,393,2005,True,4.19,289549,31428,368
45978,Eldest,368,8349,Christopher Paolini,704,2005,True,3.99,355715,31381,404
46799,Go Ask Alice,369,69007,Beatrice Sparks,213,1971,False,3.76,234818,31333,421
30528535,انتحار فاشل,370,15342319,أحمد جمال الدين رمضان,175,2016,False,4.51,2286,31144,319
228665,The Eye of the World,371,6252,Robert Jordan,814,1990,True,4.17,392381,31020,364
391729,The Tell-Tale Heart and Other Writings,372,4624490,Edgar Allan Poe,448,1843,False,4.17,221819,31016,453
77013,As I Lay Dying,373,3535,William Faulkner,288,1930,False,3.72,136951,30850,414
15195,The Complete Maus,374,5117,Art Spiegelman,296,1980,True,4.55,137968,30702,398
5148,A Separate Peace,375,3496,John Knowles,208,1959,False,3.58,190965,30697,419
45032,Mansfield Park,376,1265,Jane Austen,488,1814,False,3.86,284581,30080,426
3985,The Amazing Adventures of Kavalier &amp; Clay,377,2715,Michael Chabon,639,2000,False,4.18,184196,29943,368
2248573,Brisingr,378,8349,Christopher Paolini,748,2008,True,4.05,299648,29834,389
30528544,العصبي,379,15342319,أحمد جمال الدين رمضان,165,2016,False,4.52,1968,29689,305
60748,A Child Called &quot;It&quot;,380,1881,Dave Pelzer,184,1995,True,4.11,379231,29539,384
22232,Stargirl,381,12696,Jerry Spinelli,186,2001,True,3.76,296616,29529,356
67896,Tao Te Ching,382,2622245,Lao Tzu,160,600,False,4.28,117399,29378,375
12578077,Obsidian,383,4476934,Jennifer L. Armentrout,335,2011,True,4.18,226152,29088,328
14836,Midnight's Children,384,3299,Salman Rushdie,647,1981,False,3.98,104625,29078,353
5526,Dear John,385,2345,Nicholas Sparks,276,2006,False,4.03,540081,29023,368
11590,'Salem's Lot,386,3389,Stephen King,483,1975,False,4.03,334772,28986,393
76778,The Martian Chronicles,387,1630,Ray Bradbury,182,1949,False,4.14,210558,28966,388
4406,East of Eden,388,585,John Steinbeck,601,1952,False,4.37,429392,28961,346
7791997,Crescendo,389,2876763,Becca Fitzpatrick,432,2010,True,4.04,274977,28887,357
11713,The English Patient,390,4030,Michael Ondaatje,320,1992,False,3.88,113568,28855,394
49628,Cloud Atlas,391,6538289,David Mitchell,509,2004,False,4.01,216609,28850,347
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,392,401,Robert M. Pirsig,540,1974,True,3.77,200813,28737,364
18007564,The Martian,393,6540057,Andy Weir,384,2012,True,4.4,818749,28704,336
5358,The Firm,394,721,John Grisham,76,1991,False,4.02,564829,28613,419
6400090,The Last Song,395,2345,Nicholas Sparks,390,2008,False,4.15,505036,28609,350
17150,My Ántonia,396,881203,Willa Cather,232,1918,True,3.8,120056,28526,388
18122,The Amber Spyglass,397,3618,Philip Pullman,467,2000,True,4.09,298744,28439,363
10429045,Shatter Me,398,4637539,Tahereh Mafi,338,2011,True,3.95,291452,28347,327
30597,The Hunchback of Notre-Dame,399,13661,Victor Hugo,510,1831,False,3.99,171624,28283,407
130440,Doctor Zhivago,400,7902,Boris Pasternak,592,1957,False,4.01,82603,28261,422
2932,Robinson Crusoe,401,2007,Daniel Defoe,320,1719,True,3.68,248058,28064,420
15645,Inferno,402,5031312,Dante Alighieri,490,1307,True,4.0,143193,27932,380
6952,Like Water for Chocolate,403,4694,Laura Esquivel,222,1989,True,3.95,324664,27863,395
251688,Breakfast at Tiffany's and Three Stories,404,431149,Truman Capote,142,1958,False,3.88,211637,27600,387
23437156,Six of Crows,405,4575289,Leigh Bardugo,465,2015,True,4.43,317579,27266,300
31685789,Room,406,23613,Emma Donoghue,321,2010,False,4.06,715192,27254,336
5364,Dragonfly in Amber,407,3617,Diana Gabaldon,963,1992,True,4.32,287652,27247,342
4980,Breakfast of Champions,408,2778055,Kurt Vonnegut Jr.,303,1973,False,4.07,223038,27035,340
6319,The BFG,409,4273,Roald Dahl,199,1982,False,4.22,373815,27029,366
862041,Harry Potter Series Box Set,410,1077326,J.K. Rowling,4100,2007,True,4.73,252101,26616,322
22463,The Origin of Species,410,12793,Charles Darwin,703,1859,False,3.98,99516,26616,365
8490112,Daughter of Smoke &amp; Bone,412,324620,Laini Taylor,418,2011,True,4.01,311397,26196,308
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,413,854076,Robert Louis Stevenson,144,1886,False,3.82,385473,26156,381
5211,A Fine Balance,414,3539,Rohinton Mistry,603,1995,False,4.35,129478,26113,311
8755785,City of Heavenly Fire,415,150038,Cassandra Clare,725,2014,True,4.44,289521,26082,325
3975774,Evermore,416,200317,Alyson Noel,301,2009,True,3.59,263116,25993,315
41637836,The Subtle Knife,417,3618,Philip Pullman,370,1997,True,4.13,366691,25809,346
12898,Death of a Salesman,418,8120,Arthur  Miller,117,1949,False,3.53,185990,25672,399
10644930,11/22/63,419,3389,Stephen King,849,2011,False,4.31,420984,25410,308
11989,The Plague,420,957894,Albert Camus,308,1947,False,4.01,171939,25332,345
386187,Midnight in the Garden of Good and Evil,421,4952,John Berendt,386,1994,False,3.92,224206,25322,357
12220,A Streetcar Named Desire,422,7751,Tennessee Williams,107,1947,False,3.98,261436,25241,386
1420,Hamlet,423,947,William Shakespeare,289,1603,False,4.02,730944,25183,323
6759,Infinite Jest,424,4339,David Foster Wallace,1088,1996,False,4.28,74355,25154,274
28862,The Prince,425,16201,Niccolò Machiavelli,140,1532,False,3.82,260369,25150,352
14706,"Faust, First Part",426,285217,Johann Wolfgang von Goethe,327,1808,True,3.93,58328,25082,335
6936382,Anna and the French Kiss,427,3095893,Stephanie Perkins,372,2010,True,4.01,364224,24959,288
40873273,Snow Flower and the Secret Fan,428,713,Lisa See,288,2005,False,4.08,339724,24945,318
28921,The Remains of the Day,429,4280,Kazuo Ishiguro,258,1989,False,4.12,200527,24879,347
13497,A Feast for Crows,430,346732,George R.R. Martin,1061,2005,True,4.14,621636,24631,323
13152,The Angel Experiment,431,3780,James Patterson,445,2005,True,4.07,205930,24527,302
9460487,Miss Peregrine's Home for Peculiar Children,432,3046613,Ransom Riggs,352,2011,True,3.91,978609,24497,307
43448,Flowers in the Attic,433,1353301,V.C. Andrews,389,1979,True,3.82,160885,24342,325
7354,The Shipping News,434,1262010,Annie Proulx,337,1993,False,3.86,130432,24312,334
7735333,Matched,435,1304470,Ally Condie,369,2010,True,3.66,654037,24271,303
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",436,30913,Laura Hillenbrand,492,2010,False,4.36,768275,24200,290
136116,The Scarlet Pimpernel,437,2893961,Emmuska Orczy,182,1905,True,4.06,124422,24140,310
15717943,Hopeless,438,5430144,Colleen Hoover,410,2012,True,4.29,268427,24048,269
14201,Jonathan Strange &amp; Mr Norrell,439,8842,Susanna Clarke,1006,2004,False,3.82,198907,24032,297
187181,The Chosen,440,7385,Chaim Potok,304,1966,True,4.04,85909,23909,324
285092,High Fidelity,441,2929,Nick Hornby,340,1995,False,3.93,173704,23790,297
18143977,All the Light We Cannot See,442,28186,Anthony Doerr,531,2014,False,4.33,1026886,23668,278
394535,"Blood Meridian, or the Evening Redness in the West",443,4178,Cormac McCarthy,351,1985,False,4.17,107720,23647,276
249747,Artemis Fowl,444,10896,Eoin Colfer,396,2001,True,3.85,496616,23471,306
11324204,Houdini Heart,445,286014,Ki Longfellow,254,2011,False,4.2,2105,23469,243
19302,Pippi Longstocking,446,410653,Astrid Lindgren,160,1945,True,4.13,168067,23139,335
3950967,The Tales of Beedle the Bard,447,1077326,J.K. Rowling,109,2008,True,4.06,407192,23096,331
10956,The Virgin Suicides,448,1467,Jeffrey Eugenides,250,1993,False,3.82,229251,23058,302
101299,The Reader,449,2894,Bernhard Schlink,216,1995,False,3.76,170973,22873,324
14866,Nineteen Minutes,450,7128,Jodi Picoult,440,2007,False,4.13,300806,22630,287
12127810,The House of Hades,451,15872,Rick Riordan,597,2013,True,4.54,262758,22460,281
33600,Shantaram,452,18907,Gregory David Roberts,936,2003,True,4.25,168104,22250,253
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",453,5869,Erik Larson,447,2003,False,3.99,522566,22245,290
11422,Redeeming Love,454,6492,Francine Rivers,479,1991,False,4.49,213412,22184,252
53835,The Age of Innocence,455,16,Edith Wharton,293,1920,False,3.95,139556,21996,309
1656001,The Host,456,941441,Stephenie Meyer,620,2008,True,3.84,896015,21793,272
6411961,The Lost Symbol,457,630,Dan Brown,509,2009,True,3.71,521630,21758,280
18114322,The Grapes of Wrath,458,585,John Steinbeck,479,1939,False,3.97,750949,21698,291
676924,Betrayed,459,17015,P.C. Cast,310,2007,True,3.93,240310,21656,281
17716,Waiting for Godot,460,1433597,Samuel Beckett,109,1952,False,3.83,160555,21646,290
50398,Northanger Abbey,461,1265,Jane Austen,251,1817,False,3.83,298303,21609,318
6088007,Neuromancer,462,9226,William Gibson,292,1984,True,3.9,262578,21577,267
140225,The Voyage of the Dawn Treader,463,1069006,C.S. Lewis,248,1952,True,4.09,395313,21419,310
11012,Dubliners,464,5144,James Joyce,207,1914,False,3.85,123129,21387,303
42900,Lover Awakened,465,20248,J.R. Ward,448,2006,True,4.44,161671,21280,258
16096824,A Court of Thorns and Roses,466,3433047,Sarah J. Maas,419,2015,True,4.22,478759,21199,245
656,War and Peace,467,128382,Leo Tolstoy,1392,1867,False,4.12,265084,21121,258
137791,Divine Secrets of the Ya-Ya Sisterhood,468,3489,Rebecca Wells,383,1997,True,3.83,522952,20996,310
34080,The Waste Land,469,18540,T.S. Eliot,320,1922,False,4.11,42778,20932,293
256566,Everything Is Illuminated,470,2617,Jonathan Safran Foer,276,2002,False,3.9,164354,20856,255
2866718,Untamed,471,17015,P.C. Cast,338,2008,True,3.95,213799,20806,269
10664113,A Dance with Dragons,472,346732,George R.R. Martin,1125,2011,True,4.32,556611,20785,274
17167166,Crown of Midnight,473,3433047,Sarah J. Maas,420,2013,True,4.42,340197,20640,245
13214,I Know Why the Caged Bird Sings,474,3503,Maya Angelou,289,1969,True,4.24,409804,20487,292
59716,To the Lighthouse,475,6765,Virginia Woolf,209,1927,False,3.78,133458,20466,277
41804,"I, Robot",476,16667,Isaac Asimov,224,1950,True,4.2,276059,20373,280
690926,The Twilight Collection,477,941441,Stephenie Meyer,1690,2007,True,3.79,43749,20353,259
5308,The Pearl,478,585,John Steinbeck,96,1947,False,3.48,188054,20347,318
18635016,The One,479,2987125,Kiera Cass,323,2014,True,4.2,381358,20204,241
41681,The Jungle,480,23510,Upton Sinclair,335,1905,False,3.75,128912,20164,280
10592,Carrie,481,3389,Stephen King,253,1974,False,3.96,521526,20134,293
18765,"I, Claudius",482,3012988,Robert Graves,468,1934,True,4.23,56817,19961,271
77142,Snow Falling on Cedars,483,1873,David Guterson,460,1994,False,3.84,166202,19933,285
10987,Voyager,484,3617,Diana Gabaldon,870,1993,True,4.37,257604,19903,255
20613470,Heir of Fire,485,3433047,Sarah J. Maas,565,2014,True,4.48,280786,19740,229
4137,Me Talk Pretty One Day,486,2849,David Sedaris,272,2000,False,3.99,618554,19727,266
3087,A Room with a View,487,86404,E.M. Forster,119,1908,False,3.91,152010,19369,290
1326258,Chosen,488,17015,P.C. Cast,307,2008,True,3.91,222250,19348,252
31242,Bleak House,489,239579,Charles Dickens,1017,1853,False,4.0,97101,19238,264
30289,The Republic,490,879,Plato,416,380,True,3.94,171136,19056,280
84369,The Last Battle,491,1069006,C.S. Lewis,288,1956,True,4.02,222219,19027,278
179780,The Exorcist,492,104728,William Peter Blatty,385,1971,True,4.18,180960,18994,276
17061,Coraline,493,1221698,Neil Gaiman,162,2002,False,4.06,482834,18768,256
9293020,The Elephant Tree,494,4346642,R.D. Ronald,252,2010,False,4.14,61927,18642,207
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,495,1113469,Hermann Hesse,194,1919,False,4.13,74037,18598,223
16101128,The 5th Wave,496,3377941,Rick Yancey,457,2013,True,4.04,388888,18378,221
6644117,The Iron King,497,2995873,Julie Kagawa,363,2010,True,3.9,192315,18358,225
12000020,Aristotle and Dante Discover the Secrets of the Universe,498,4841310,Benjamin Alire Sáenz,359,2012,True,4.33,260704,18331,200
8709527,Bloodlines,499,137902,Richelle Mead,421,2011,True,4.2,167595,18328,232
7740152,Torment,500,2905297,Lauren Kate,452,2010,True,3.87,208166,18319,236
93101,The Arabian Nights,501,5158478,Anonymous,1049,1315,False,4.04,61233,18263,256
112204,The Complete Poems of Emily Dickinson,502,7440,Emily Dickinson,716,1890,False,4.23,77271,18245,287
5797,Vanity Fair,503,3953,William Makepeace Thackeray,867,1848,False,3.79,118169,18214,261
43889,Wizard's First Rule,504,3441,Terry Goodkind,836,1994,True,4.12,229469,18170,218
156538,North and South,505,1413437,Elizabeth Gaskell,521,1855,False,4.13,143872,18164,234
34384161,Quantum Roots II: Worm Holes,506,4868409,Kyle Keyes,296,2017,False,4.34,9075,18157,202
30933,Brideshead Revisited,507,11315,Evelyn Waugh,351,1945,False,4.0,93321,18047,246
14743,The God Delusion,508,1194,Richard Dawkins,374,2006,False,3.9,231785,18030,229
34521870,Mistress Suffragette,509,16857084,Diana   Forbes,333,2017,False,4.34,7568,17956,200
33124137,Pet Sematary,510,3389,Stephen King,580,1983,False,4.0,425845,17948,248
31548,Of Human Bondage,511,4176632,W. Somerset Maugham,684,1915,False,4.11,50091,17859,250
40651883,Snow Crash,512,545,Neal Stephenson,559,1992,False,4.02,237025,17719,208
20448515,Bared to You,513,19823,Sylvia Day,334,2012,True,4.18,454175,17649,206
8908,World War Z: An Oral History of the Zombie War,514,5791,Max Brooks,342,2006,True,4.01,440533,17610,222
11901,The Witching Hour,515,7577,Anne Rice,1207,1990,True,4.11,102011,17607,236
3682,A Great and Terrible Beauty,516,2526,Libba Bray,403,2003,True,3.78,208235,17567,217
8909,The War of the Worlds,517,880695,H.G. Wells,192,1898,False,3.83,245070,17478,266
2800905,The Summoning,518,7581,Kelley Armstrong,390,2008,True,4.02,154777,17426,217
6150,"Cry, the Beloved Country",519,3527,Alan Paton,316,1948,False,3.89,67370,17200,236
960,Angels &amp; Demons,520,630,Dan Brown,736,2000,True,3.9,2678709,17180,220
51606,Johnny Got His Gun,521,29068,Dalton Trumbo,309,1939,False,4.18,34361,17156,211
47401,Chocolat,521,9432,Joanne Harris,306,1999,True,3.95,113200,17156,255
1421990,Halfway to the Grave,523,669810,Jeaniene Frost,358,2007,True,4.16,136043,17038,204
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,524,27837,Greg Mortenson,349,2006,False,3.65,326071,17023,232
4268157,Perfect Chemistry,525,274533,Simone Elkeles,368,2008,True,4.06,239671,17008,200
22328546,Red Queen,526,7074943,Victoria Aveyard,383,2015,True,4.04,566510,17003,191
5890,The Woman in White,527,4012,Wilkie Collins,672,1859,False,3.99,131813,16990,244
3777732,City of Glass,528,150038,Cassandra Clare,541,2009,True,4.31,796432,16969,226
6485421,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,529,150038,Cassandra Clare,1520,2009,True,4.56,64938,16931,215
51738,Just Listen,530,2987,Sarah Dessen,371,2006,False,4.06,231543,16745,204
8667848,A Discovery of Witches,531,3849415,Deborah Harkness,579,2011,True,4.0,370065,16709,199
51737,The Truth About Forever,532,2987,Sarah Dessen,374,2004,False,4.12,209071,16672,205
764347,Unwind,533,19564,Neal Shusterman,337,2007,True,4.17,192007,16625,197
135836,Trainspotting,534,5687,Irvine Welsh,430,1993,True,4.07,153179,16613,205
70535,2001: A Space Odyssey,535,7779,Arthur C. Clarke,297,1968,True,4.15,259843,16607,225
12957,Much Ado About Nothing,536,947,William Shakespeare,246,1598,False,4.06,214808,16591,245
197084,Are You My Mother?,537,13898,P.D. Eastman,64,1960,False,4.19,213569,16520,245
4799,Cannery Row,538,585,John Steinbeck,181,1945,True,4.04,112059,16505,240
12749,Swann's Way,539,233619,Marcel Proust,444,1913,True,4.12,47188,16418,205
556602,Sarah's Key,540,305400,Tatiana de Rosnay,294,2006,False,4.16,419952,16390,215
420282,The Polar Express,541,9685,Chris Van Allsburg,32,1985,False,4.3,211908,16270,257
2299110,Acheron,542,4430,Sherrilyn Kenyon,728,2008,True,4.57,54631,16205,188
32049,Lady Chatterley's Lover,542,17623,D.H. Lawrence,376,1928,False,3.51,101695,16205,250
16248068,The Elite,544,2987125,Kiera Cass,336,2013,True,4.02,426622,16155,202
10637766,Silence,545,2876763,Becca Fitzpatrick,448,2011,True,4.12,244126,16076,203
40611328,Ishmael,546,10330,Daniel Quinn,338,1992,True,3.98,83425,16052,194
11408650,The Unbecoming of Mara Dyer,547,4126827,Michelle Hodkin,456,2011,True,4.05,152903,16029,184
838729,The Return of the King,548,656983,J.R.R. Tolkien,385,1955,True,4.53,679705,16017,220
4009,Nine Stories,549,819789,J.D. Salinger,198,1953,False,4.18,134232,15991,212
18460392,All the Bright Places,550,45592,Jennifer Niven,378,2015,False,4.15,300972,15905,174
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,551,1235,Jon Krakauer,368,1997,False,4.18,395692,15858,224
84119,The Horse and His Boy,552,1069006,C.S. Lewis,224,1954,True,3.91,274522,15803,238
140077,Dead to the World,553,17061,Charlaine Harris,291,2004,True,4.12,243962,15800,210
31463,Far From the Madding Crowd,554,15905,Thomas Hardy,433,1874,False,3.94,128974,15791,231
2156,Persuasion,555,1265,Jane Austen,249,1818,False,4.14,525034,15765,205
7747374,I Am Number Four,556,3380908,Pittacus Lore,440,2010,True,3.94,312580,15754,202
15863832,Angelfall,557,4890182,Susan Ee,288,2011,True,4.13,165040,15745,178
41014505,The Bronze Horseman,558,47499,Paullina Simons,912,2000,True,4.3,66385,15678,172
56728,You Are Special,559,2737,Max Lucado,32,1997,True,4.45,49205,15642,184
518848,Sabriel,560,8347,Garth Nix,491,1995,True,4.15,185251,15638,191
3591262,Cutting for Stone,561,93353,Abraham   Verghese,541,2009,False,4.29,337177,15633,195
29908754,The Zombie Room,562,4346642,R.D. Ronald,241,2012,False,4.16,61456,15589,173
77767,Little House on the Prairie,563,5300,Laura Ingalls Wilder,335,1935,True,4.19,256360,15567,248
31122,I Capture the Castle,564,6208,Dodie Smith,408,1948,False,4.0,84741,15561,201
92307,Being and Time,565,6191,Martin Heidegger,589,1927,False,4.03,20145,15553,159
179064,The Goose Girl,566,49177,Shannon Hale,383,2003,True,4.12,131594,15490,191
40611510,The Last Lecture,567,287960,Randy Pausch,217,2008,False,4.26,303196,15336,192
13188676,Ignite Me,568,4637539,Tahereh Mafi,421,2014,True,4.4,137699,15294,180
92517,The Glass Menagerie,569,7751,Tennessee Williams,104,1945,False,3.71,111808,15284,254
1625,Twelfth Night,570,947,William Shakespeare,272,1601,False,3.98,155602,15244,234
10576365,The Darkest Minds,571,2973783,Alexandra Bracken,488,2012,True,4.18,148762,15203,174
36236125,Invisible Monsters,572,2546,Chuck Palahniuk,304,1999,False,3.98,128376,15186,181
11899,The Hours,573,1432,Michael Cunningham,230,1998,False,3.94,125233,15131,214
18006496,Queen of Shadows,574,3433047,Sarah J. Maas,648,2015,True,4.55,242850,15071,174
40909452,Drums of Autumn,575,3617,Diana Gabaldon,928,1996,True,4.33,207731,15067,191
5326,A Christmas Carol,576,239579,Charles Dickens,104,1843,True,4.06,600299,15064,215
366522,P.S. I Love You,577,7116,Cecelia Ahern,501,2004,True,4.02,337666,15036,194
305234,Wicked Lovely,578,175855,Melissa Marr,328,2007,True,3.69,153136,14973,186
5064,World Without End,579,3447,Ken Follett,1014,2007,True,4.26,198600,14916,198
4134071,Hunted,580,17015,P.C. Cast,323,2009,True,3.93,162736,14912,195
24128,The Merchant of Venice,581,947,William Shakespeare,337,1596,False,3.8,157995,14882,234
8337,Little House in the Big Woods,582,5300,Laura Ingalls Wilder,198,1932,True,4.18,233355,14827,234
29127,The Last Unicorn,583,1067608,Peter S. Beagle,294,1968,True,4.15,97252,14809,188
30333938,Slammed,584,5430144,Colleen Hoover,354,2012,True,4.26,209531,14733,167
77566,Hyperion,585,2687,Dan Simmons,482,1989,True,4.23,188490,14720,175
17675462,The Raven Boys,586,1330292,Maggie Stiefvater,409,2012,True,4.05,270731,14682,170
12497,No Country for Old Men,587,4178,Cormac McCarthy,309,2005,False,4.12,148377,14661,196
78411,The Bad Beginning,588,36746,Lemony Snicket,176,1999,True,3.95,398293,14654,201
30868,The Bean Trees,589,3541,Barbara Kingsolver,232,1988,True,3.97,135124,14620,215
15638,Cyrano de Bergerac,590,670859,Edmond Rostand,240,1897,False,4.07,72093,14569,210
7967,Speaker for the Dead,591,589,Orson Scott Card,382,1986,True,4.07,225359,14462,183
902,The Westing Game,592,10074,Ellen Raskin,182,1978,False,4.01,165457,14422,188
17333223,The Goldfinch,593,8719,Donna Tartt,771,2013,False,3.92,720713,14379,169
5439,Interpreter of Maladies,594,3670,Jhumpa Lahiri,198,1999,False,4.15,160271,14341,190
7090447,The Red Pyramid,595,15872,Rick Riordan,516,2010,True,4.08,319243,14315,194
16143347,We Were Liars,596,173491,E. Lockhart,242,2014,False,3.83,465749,14288,161
