id,title,list_placement,author_id,author,pages,date,series,avg_rating,ratings,list_score,list_votes
5527,All the King's Men,597,3736,Robert Penn Warren,439,1946,False,4.07,58132,14192,197
13006,Julius Caesar,598,947,William Shakespeare,128,1599,False,3.69,168951,14148,230
35729,Lover Eternal,599,20248,J.R. Ward,464,2006,True,4.34,173290,14062,179
77390,Anne of Avonlea,600,5350,L.M. Montgomery,304,1909,True,4.21,144320,14010,225
7723542,A Dog's Purpose,601,327737,W. Bruce Cameron,319,2010,True,4.34,113761,14004,163
227571,Peace Like a River,602,13591,Leif Enger,312,2001,False,4.0,79075,13833,168
40593473,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",603,7782976,Diamante Lavendar,74,2018,False,4.33,5246,13828,155
65641,The Silver Chair,604,1069006,C.S. Lewis,243,1953,True,3.95,238736,13719,210
80660,We Need to Talk About Kevin,605,45922,Lionel Shriver,400,2003,False,4.05,162549,13651,170
25480342,A Monster Calls,606,370361,Patrick Ness,237,2011,False,4.35,208617,13650,152
567678,The Wasp Factory,607,7628,Iain Banks,192,1984,False,3.81,82747,13532,165
10534,The Art of War,608,1771,Sun Tzu,273,500,False,3.97,330579,13503,187
15241,The Two Towers,609,656983,J.R.R. Tolkien,322,1954,True,4.44,720964,13498,191
60510,Poison Study,610,445303,Maria V. Snyder,427,2005,True,4.11,142421,13484,162
23522,Mythology,611,13263,Edith Hamilton,497,1942,False,4.0,44944,13479,201
17125,One Day in the Life of Ivan Denisovich,612,19771050,Aleksandr Solzhenitsyn,182,1962,False,3.95,92690,13411,194
52529,The Secret,613,29655,Rhonda Byrne,199,2006,True,3.69,350203,13383,176
43758,The Queen of the Damned,614,7577,Anne Rice,448,1988,True,3.89,137148,13322,192
27523,Left Behind,615,7625163,Tim LaHaye,342,1995,True,3.83,204196,13288,179
6482837,Before I Fall,616,2936493,Lauren Oliver,470,2010,False,3.9,294983,13286,161
27003,The Eyre Affair,617,4432,Jasper Fforde,374,2001,True,3.88,119629,13280,170
7664041,Inheritance,618,8349,Christopher Paolini,849,2011,True,4.1,214270,13277,170
59219,The Talisman,619,3389,Stephen King,656,1984,True,4.13,107816,13106,179
8492825,Where She Went,620,295178,Gayle Forman,297,2011,True,4.02,257358,13089,167
121749,Prince Caspian,621,1069006,C.S. Lewis,240,1951,True,3.97,348954,13087,222
10441,The Memory Keeper's Daughter,622,6876,Kim Edwards,401,2005,False,3.67,560415,12976,184
20758104,The Knife of Never Letting Go,623,370361,Patrick Ness,512,2008,True,3.97,151894,12974,149
7304203,Shadowfever,624,48206,Karen Marie Moning,608,2011,True,4.4,98062,12900,149
2536134,Gone,625,1599723,Michael  Grant,560,2008,True,3.86,179230,12889,153
15622,Native Son,626,9657,Richard Wright,504,1940,False,3.99,89580,12831,186
110737,Seabiscuit: An American Legend,627,30913,Laura Hillenbrand,457,1999,False,4.22,144692,12822,190
682804,The Killer Angels,628,16892,Michael Shaara,345,1974,True,4.31,75378,12727,165
17841,Foucault's Pendulum,629,1730,Umberto Eco,623,1988,False,3.9,59728,12708,166
7631105,The Scorch Trials,630,348878,James Dashner,362,2010,True,3.91,446749,12705,163
112750,Darkfever,631,48206,Karen Marie Moning,309,2006,True,4.09,155684,12701,164
78433,The Blind Assassin,632,3472,Margaret Atwood,637,2000,False,3.95,136205,12675,173
3867,The History of Love,633,2633,Nicole Krauss,255,2005,False,3.92,121262,12673,153
374233,If on a Winter's Night a Traveler,634,155517,Italo Calvino,260,1979,False,4.05,74786,12620,153
14935,Sense and Sensibility,635,1265,Jane Austen,409,1811,False,4.07,958576,12594,180
24768,Pretties,636,13957,Scott Westerfeld,370,2005,True,3.85,230577,12536,169
7869,The Bourne Identity,637,5293,Robert Ludlum,566,1980,True,4.02,396997,12505,184
17332218,Words of Radiance,638,38550,Brandon Sanderson,1087,2014,True,4.75,208088,12481,133
41219,Possession,639,1169504,A.S. Byatt,555,1990,False,3.88,72830,12477,171
415,Gravity's Rainbow,640,235,Thomas Pynchon,776,1973,False,3.98,38407,12436,147
2767,A People's History of the United States,641,1899,Howard Zinn,729,1980,False,4.07,192091,12431,170
547094,I Am Legend and Other Stories,642,8726,Richard Matheson,317,1954,False,4.0,118827,12419,170
13206760,Scarlet,643,4684322,Marissa Meyer,454,2013,True,4.27,312347,12418,158
3869,A Brief History of Time,644,1401,Stephen Hawking,212,1988,False,4.18,303938,12369,175
1617,Night,645,1049,Elie Wiesel,115,1956,True,4.34,971280,12362,160
1554,Oedipus Rex,646,1002,Sophocles,75,429,True,3.71,170710,12355,185
13831,Alanna: The First Adventure,647,8596,Tamora Pierce,274,1983,True,4.24,116357,12317,153
18545,Rosencrantz and Guildenstern Are Dead,648,293,Tom Stoppard,126,1966,False,4.06,79241,12314,172
11250317,The Song of Achilles,649,176372,Madeline Miller,352,2011,False,4.35,229653,12287,134
38311414,House of Sand and Fog,650,9785,Andre Dubus III,368,1999,False,3.85,125329,12262,176
6853,One for the Money,651,2384,Janet Evanovich,320,1994,True,4.04,483343,12213,165
13642,A Wizard of Earthsea,652,874602,Ursula K. Le Guin,183,1968,True,3.99,241394,12200,167
32423,Watchers,653,9355,Dean Koontz,624,1987,False,4.18,153023,12160,152
2203,John Adams,654,6281688,David McCullough,751,2001,False,4.06,312056,12157,167
304027,Lover Unbound,655,20248,J.R. Ward,528,2007,True,4.33,120615,12140,159
14290364,Champion,656,4342215,Marie Lu,369,2013,True,4.34,167205,12108,145
89717,The Haunting of Hill House,657,13388,Shirley Jackson,182,1959,False,3.84,163949,12103,162
18423,The Left Hand of Darkness,658,874602,Ursula K. Le Guin,304,1969,True,4.08,120476,12060,164
77197,Assassin's Apprentice,659,25307,Robin Hobb,435,1995,True,4.15,235607,12025,146
20820994,I'll Give You the Sun,660,2982266,Jandy Nelson,371,2014,False,4.14,254814,11993,133
10357575,1Q84,661,3354,Haruki Murakami,925,2009,True,3.92,201556,11957,144
196970,The Night Before Christmas,662,64709,Clement C. Moore,32,1823,False,4.37,109053,11881,198
99300,The Yellow Wallpaper and Other Stories,663,29527,Charlotte Perkins Gilman,70,1892,False,4.04,80105,11878,174
13206828,Cress,664,4684322,Marissa Meyer,552,2014,True,4.43,275176,11808,146
16286,The Magus,665,10039,John Fowles,656,1965,False,4.05,47560,11805,152
46756,Oryx and Crake,666,3472,Margaret Atwood,389,2003,True,4.01,221379,11798,153
17212231,Inferno,667,630,Dan Brown,463,2013,True,3.85,469691,11667,146
6262365,Tempted,668,17015,P.C. Cast,319,2009,True,3.95,152252,11647,158
10965,A Breath of Snow and Ashes,669,3617,Diana Gabaldon,993,2005,True,4.44,139135,11633,150
47989,Night Watch,670,1654,Terry Pratchett,480,2002,True,4.5,94199,11622,145
4953,A Heartbreaking Work of Staggering Genius,671,3371,Dave Eggers,485,2000,False,3.69,171333,11571,148
1431,Veronika Decides to Die,672,566,Paulo Coelho,210,1998,True,3.7,174642,11482,142
30346601,Brainwalker,673,15300504,Robyn Mundell,,2016,False,4.35,15510,11433,128
29588376,The Lies of Locke Lamora,674,73149,Scott Lynch,752,2006,True,4.28,223160,11371,129
3388,Corelli's Mandolin,675,2313,Louis de Bernières,437,1994,False,3.98,76925,11357,153
8682,Jitterbug Perfume,676,197,Tom Robbins,342,1984,False,4.22,68733,11310,143
6882,Papillon,677,957910,Henri Charrière,544,1969,True,4.24,56101,11307,158
14249,Prodigal Summer,678,3541,Barbara Kingsolver,444,2000,False,4.0,98494,11284,155
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You",679,56224,Ally Carter,284,2006,True,3.83,173443,11238,140
10967,The Fiery Cross,680,3617,Diana Gabaldon,1443,2001,True,4.24,171328,11201,147
88077,The Magic Mountain,681,19405,Thomas Mann,706,1924,False,4.11,37678,11186,138
452306,The Sisterhood of the Traveling Pants,682,3681,Ann Brashares,294,2001,True,3.8,623949,11115,160
6295,Howl and Other Poems,683,4261,Allen Ginsberg,56,1956,False,4.13,93660,11078,157
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,684,2713,E.L. Konigsburg,178,1967,False,4.14,189166,11067,154
2052,The Big Sleep,685,1377,Raymond Chandler,231,1939,True,3.99,126092,11053,151
44790978,Matching Configurations: QUANTUM ROOTS III,686,4868409,Kyle Keyes,296,2019,False,4.39,5110,11039,123
2967752,The Elegance of the Hedgehog,687,643126,Muriel Barbery,325,2006,False,3.77,148675,11034,140
323355,The Book of Mormon: Another Testament of Jesus Christ,688,3009967,Joseph Smith Jr.,531,1830,False,4.34,75275,11029,121
4982,The Sirens of Titan,689,2778055,Kurt Vonnegut Jr.,224,1959,False,4.15,114957,11010,137
22299763,Crooked Kingdom,690,4575289,Leigh Bardugo,536,2016,True,4.58,196316,10981,120
55030,Cosmos,691,10538,Carl Sagan,384,1980,False,4.37,116433,10968,143
19351490,Grimm's Fairy Tales,692,2938140,Jacob Grimm,518,1909,True,4.13,24221,10926,184
3478,Message in a Bottle,693,2345,Nicholas Sparks,342,1988,False,3.96,215024,10885,157
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,694,43443,Dee Brown,509,1970,False,4.22,66347,10874,173
13414446,Prodigy,695,4342215,Marie Lu,371,2013,True,4.26,202207,10837,134
35519,The Power of Myth,696,20105,Joseph Campbell,320,1988,True,4.26,44316,10801,150
1582996,City of Ashes,697,150038,Cassandra Clare,453,2008,True,4.17,747509,10789,155
7061,The No. 1 Ladies' Detective Agency,698,4738,Alexander McCall Smith,235,1998,True,3.79,232686,10753,165
73968,Love Story,699,15516,Erich Segal,224,1970,True,3.62,52652,10703,168
27266,Glass Houses,700,15292,Rachel Caine,239,2006,True,3.91,93398,10691,138
33507,Twenty Thousand Leagues Under the Sea,701,696805,Jules Verne,394,1870,True,3.89,198682,10684,158
9416,Confessions of a Shopaholic,702,6160,Sophie Kinsella,368,2000,True,3.65,647855,10681,142
42898,Lover Revealed,703,20248,J.R. Ward,480,2007,True,4.3,122229,10672,141
18334354,Quantum Roots,704,4868409,Kyle Keyes,262,2012,False,4.35,8702,10636,117
16081272,The Edge of Never,705,5437976,J.A. Redmerski,426,2012,True,4.23,141710,10617,123
14995,Odd Thomas,706,9355,Dean Koontz,446,2003,True,3.97,249886,10577,145
40024,The Alienist,707,27779,Caleb Carr,498,1994,True,4.05,151943,10557,152
140082,Club Dead,708,17061,Charlaine Harris,274,2003,True,4.02,220220,10553,153
6440,Ivanhoe,709,4345,Walter Scott,541,1819,True,3.75,87194,10550,159
41423092,The Awakening: Fate in Motion,710,18336482,Suzanne Boisvert,331,2018,False,4.31,6605,10536,117
85990,Princess Academy,711,49177,Shannon Hale,314,2005,True,4.0,105160,10530,144
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,712,798,Steven D. Levitt,320,2005,True,3.98,709621,10521,140
21853621,The Nightingale,713,54493,Kristin Hannah,440,2015,False,4.57,700002,10473,121
32768522,Carry On,714,4208569,Rainbow Rowell,522,2015,True,4.22,206003,10456,115
11337,The Bluest Eye,715,3534,Toni Morrison,216,1970,False,4.06,173622,10432,141
9532,Ender's Shadow,716,589,Orson Scott Card,469,1999,True,4.3,153936,10430,130
12914,The Aeneid,717,919,Virgil,442,1990,False,3.84,106610,10424,156
13104080,Unravel Me,718,4637539,Tahereh Mafi,461,2013,True,4.23,171348,10401,128
6969,Emma,719,1265,Jane Austen,474,1815,False,4.01,652995,10397,144
53496,Walk Two Moons,720,11633,Sharon Creech,280,1994,False,3.97,151571,10392,134
292408,Angle of Repose,721,157779,Wallace Stegner,569,1971,False,4.24,54179,10381,134
5098079,Lover Avenged,722,20248,J.R. Ward,527,2009,True,4.37,105079,10363,138
37095,The Shell Seekers,723,20849,Rosamunde Pilcher,530,1987,False,4.16,94902,10360,159
3805,The Corrections,724,2578,Jonathan Franzen,653,2001,False,3.8,156435,10342,141
667,Anthem,725,432,Ayn Rand,105,1938,False,3.63,130942,10321,135
703292,The Witch of Blackbird Pond,726,7549,Elizabeth George Speare,256,1958,False,3.98,134956,10312,152
41684,The Jungle Books,727,6989,Rudyard Kipling,368,1894,True,4.01,83444,10283,168
6320534,Under the Dome,728,3389,Stephen King,1074,2009,False,3.91,257570,10281,143
110494,Living Dead in Dallas,729,17061,Charlaine Harris,291,2002,True,3.96,234766,10248,143
3109,The Omnivore's Dilemma: A Natural History of Four Meals,730,2121,Michael Pollan,450,2006,False,4.17,182514,10229,134
164154,A Canticle for Leibowitz,731,6025722,Walter M. Miller Jr.,334,1959,True,3.97,93470,10223,138
17961,Collected Fictions,732,500,Jorge Luis Borges,565,1998,False,4.58,20605,10200,133
6325285,Rubinrot,733,298438,Kerstin Gier,343,2009,True,4.1,112221,10166,120
6280118,One Day,734,46118,David Nicholls,435,2009,False,3.8,287011,10149,125
821611,The Story of My Life,735,7275,Helen Keller,240,1902,False,4.08,132094,10089,172
11125,Digital Fortress,736,630,Dan Brown,510,1998,False,3.66,561690,10088,129
6654313,Linger,737,1330292,Maggie Stiefvater,362,2010,True,3.9,151697,10070,136
13872,Geek Love,738,8622,Katherine Dunn,348,1989,False,3.95,59798,10058,126
264,The Portrait of a Lady,739,159,Henry James,797,1881,False,3.77,72790,10044,149
816,Cryptonomicon,740,545,Neal Stephenson,1139,1999,False,4.24,98932,10020,119
248596,Something Wicked This Way Comes,741,1630,Ray Bradbury,293,1962,True,3.93,100700,9994,147
357664,Because of Winn-Dixie,742,13663,Kate DiCamillo,182,2000,False,4.05,206746,9964,145
11507,My Name Is Asher Lev,743,7385,Chaim Potok,369,1972,True,4.21,36027,9960,136
4865,How to Win Friends and Influence People,744,3317,Dale Carnegie,288,1936,False,4.2,613221,9937,141
11334,Song of Solomon,745,3534,Toni Morrison,337,1977,False,4.08,86158,9925,144
10374,Hard-Boiled Wonderland and the End of the World,746,3354,Haruki Murakami,400,1985,False,4.15,105472,9924,121
8852,Macbeth,747,947,William Shakespeare,249,1606,False,3.9,674346,9916,141
50798,Jude the Obscure,748,15905,Thomas Hardy,310,1895,False,3.82,63823,9906,147
22557272,The Girl on the Train,749,1063732,Paula Hawkins,325,2015,False,3.93,2114707,9896,125
15839976,Red Rising,750,6474348,Pierce Brown,382,2014,True,4.25,248396,9819,111
33917,The Namesake,751,3670,Jhumpa Lahiri,291,2003,False,4.0,233769,9816,140
1923820,Holy Bible: King James Version,752,5158478,Anonymous,1590,1611,False,4.41,220811,9806,122
28260587,Empire of Storms,753,3433047,Sarah J. Maas,689,2016,True,4.54,194912,9759,112
15749186,To All the Boys I've Loved Before,754,151371,Jenny Han,355,2014,True,4.15,491845,9754,113
7864437,The Death Cure,755,348878,James Dashner,325,2011,True,3.77,337996,9750,125
38374795,Howards End,756,86404,E.M. Forster,318,1910,False,3.95,78612,9748,149
7770,"One Fish, Two Fish, Red Fish, Blue Fish",757,61105,Dr. Seuss,64,1960,False,4.14,165844,9731,163
426504,Ficciones,758,500,Jorge Luis Borges,174,1944,False,4.44,49389,9676,117
131359,Death on the Nile,759,123715,Agatha Christie,214,1937,True,4.1,127768,9671,153
248704,It's Kind of a Funny Story,760,11672,Ned Vizzini,444,2006,False,4.11,211237,9637,110
6137154,Fire,761,1373880,Kristin Cashore,480,2009,True,4.1,161480,9616,129
34497,The Color of Magic,762,1654,Terry Pratchett,228,1983,True,3.99,316574,9543,134
2767793,The Hero of Ages,763,38550,Brandon Sanderson,572,2008,True,4.48,266319,9537,109
22881898,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,764,9876016,Steve Snyder,376,2014,False,4.31,11011,9533,105
16640,The Sorrows of Young Werther,765,285217,Johann Wolfgang von Goethe,149,1744,False,3.67,85143,9527,118
2153405,Still Alice,766,978484,Lisa Genova,292,2007,False,4.32,296499,9506,119
16690,The Moon Is a Harsh Mistress,767,205,Robert A. Heinlein,288,1966,False,4.16,113175,9480,119
29059,Choke,768,2546,Chuck Palahniuk,293,2001,False,3.7,185950,9473,122
57891,Battle Royale,769,32595,Koushun Takami,617,1999,False,4.16,59341,9444,111
50033,Dandelion Wine,770,1630,Ray Bradbury,239,1957,True,4.07,57237,9430,128
152380,Mary Poppins,771,6872556,P.L. Travers,209,1934,True,4.02,114997,9409,169
12751687,Finale,772,2876763,Becca Fitzpatrick,464,2012,True,4.18,140700,9406,120
5391115,The Awakening,773,7581,Kelley Armstrong,360,2009,True,4.14,107708,9405,125
77295,Gift from the Sea,774,21135,Anne Morrow Lindbergh,130,1955,False,4.15,42729,9391,134
36236123,Survivor,775,2546,Chuck Palahniuk,304,1999,False,3.91,108015,9387,118
48328,Revolutionary Road,776,27069,Richard Yates,355,1961,False,3.9,79609,9377,122
49750,An Abundance of Katherines,777,1406384,John Green,229,2006,False,3.57,447548,9365,116
7728,Antigone,778,1002,Sophocles,80,441,True,3.66,105474,9352,145
9673436,The Invention of Hugo Cabret,779,38120,Brian Selznick,533,2007,False,4.22,163196,9343,122
15783514,The Ocean at the End of the Lane,780,1221698,Neil Gaiman,181,2013,False,4.0,481581,9314,111
34484,Small Gods,781,1654,Terry Pratchett,400,1992,True,4.3,99334,9305,119
40389231,Cold Sassy Tree,782,52627,Olive Ann Burns,405,1984,False,4.01,98085,9277,133
298275,Nausea,783,1466,Jean-Paul Sartre,178,1938,False,3.92,86385,9274,121
6690798,The Passage,784,45315,Justin Cronin,766,2010,True,4.03,188993,9269,113
6468666,The Reckoning,785,7581,Kelley Armstrong,391,2010,True,4.2,107980,9256,123
40941582,گم شده ای در مه,786,18235662,سید مرتضی مصطفوی,82,2016,False,4.03,888,9249,94
17214,Starship Troopers,787,205,Robert A. Heinlein,335,1959,False,4.0,192498,9225,122
95819,The Poetry of Robert Frost,788,7715,Robert Frost,607,1930,False,4.25,47037,9222,152
46164,Tender Is the Night,789,3190,F. Scott Fitzgerald,315,1934,False,3.81,113780,9214,132
5246,Ethan Frome,790,16,Edith Wharton,99,1911,False,3.41,108562,9206,135
42697,Exodus,791,19708,Leon Uris,608,1958,False,4.34,91339,9183,146
8695,The Restaurant at the End of the Universe,792,4,Douglas Adams,250,1980,True,4.21,232828,9160,133
18300212,The Trigger: Hunting the Assassin Who Brought the World to War,792,534082,Tim Butcher,352,2014,False,4.05,1325,9160,94
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,794,1538,Stephen R. Covey,372,1989,False,4.12,525290,9152,133
32075671,The Hate U Give,794,15049422,Angie Thomas,444,2017,True,4.52,505365,9152,102
186190,Forrest Gump,796,77004,Winston Groom,248,1986,True,4.06,59802,9120,145
334176,The Sparrow,797,4007,Mary Doria Russell,516,1996,True,4.13,63450,9111,111
19057,I Am the Messenger,798,11466,Markus Zusak,357,2002,False,4.05,136716,9085,107
2595138,The Gargoyle,799,149883,Andrew Davidson,468,2008,False,3.97,43561,9035,110
15745950,Walking Disaster,800,4464118,Jamie McGuire,448,2013,True,4.2,167053,9033,112
10140661,Gabriel's Inferno,801,4562483,Sylvain Reynard,506,2011,True,4.0,144180,9030,105
6050298,Dreamfever,802,48206,Karen Marie Moning,386,2009,True,4.4,90668,9027,114
54479,Around the World in Eighty Days,803,696805,Jules Verne,252,1873,True,3.93,184347,9015,143
11768,The Hotel New Hampshire,804,3075,John Irving,520,1981,False,3.91,58253,8966,127
7805,Pale Fire,805,5152,Vladimir Nabokov,246,1962,False,4.12,43329,8963,117
10569,On Writing: A Memoir of the Craft,806,3389,Stephen King,320,2000,False,4.33,222852,8936,123
13928,Daughter of the Forest,807,8649,Juliet Marillier,554,1999,True,4.24,56413,8919,106
3407877,The Forgotten Garden,808,615274,Kate Morton,648,2008,False,4.14,191325,8896,113
29946,Illusions: The Adventures of a Reluctant Messiah,809,16904,Richard Bach,144,1977,True,4.14,57019,8895,114
1848,Wild Swans: Three Daughters of China,810,1237,Jung Chang,562,1991,False,4.26,91550,8858,120
83674,The Bridges of Madison County,810,28024,Robert James Waller,224,1992,False,3.62,81213,8858,141
78983,Kane and Abel,812,4820,Jeffrey Archer,592,1979,True,4.31,100592,8853,104
13596809,Reflected in You,813,19823,Sylvia Day,338,2012,True,4.32,310999,8846,108
16151178,The Sea of Tranquility,814,6466759,Katja Millay,426,2012,False,4.31,78032,8837,101
24765,Specials,815,13957,Scott Westerfeld,384,2006,True,3.76,168692,8804,124
373755,"Absalom, Absalom!",816,3535,William Faulkner,316,1936,False,3.97,38839,8786,116
386372,Mort,817,1654,Terry Pratchett,243,1987,True,4.22,196427,8783,119
140079,Definitely Dead,818,17061,Charlaine Harris,324,2006,True,4.01,189838,8769,129
21686,Shutter Island,819,10289,Dennis Lehane,369,2003,False,4.08,163294,8743,115
8709523,The Golden Lily,820,137902,Richelle Mead,418,2012,True,4.33,105661,8699,117
2168860,One Foot in the Grave,821,669810,Jeaniene Frost,357,2008,True,4.3,94421,8697,111
1241,A Million Little Pieces,822,822,James Frey,515,2003,False,3.65,222648,8676,114
7445,The Glass Castle,823,3275,Jeannette Walls,288,2005,False,4.28,904853,8639,110
5091,The Dark Tower,824,3389,Stephen King,1050,2004,True,4.26,145445,8638,117
18705209,The Blood of Olympus,825,15872,Rick Riordan,516,2014,True,4.41,201115,8627,114
7046495,Lover Mine,826,20248,J.R. Ward,528,2010,True,4.4,103094,8614,118
6917952,Burned,827,17015,P.C. Cast,323,2010,True,3.97,142144,8591,124
30281,Guilty Pleasures,828,9550,Laurell K. Hamilton,355,1993,True,4.02,133411,8580,115
307791,The City of Ember,829,2347,Jeanne DuPrau,288,2003,True,3.86,246645,8578,117
21671,Mystic River,830,10289,Dennis Lehane,416,2001,False,4.17,127791,8569,125
280111,Holy Bible: New International Version,831,5158478,Anonymous,1248,1973,False,4.59,63061,8530,106
19547856,Simon vs. the Homo Sapiens Agenda,832,7579036,Becky Albertalli,303,2015,True,4.29,289027,8508,95
19691,The Hunt for Red October,833,3892,Tom Clancy,432,1984,True,4.08,335993,8485,126
35879889,Christy,834,11237,Catherine Marshall,512,1967,False,4.23,49481,8484,126
170210,Dead as a Doornail,835,17061,Charlaine Harris,295,2005,True,4.0,203982,8479,123
3063499,The Lucky One,836,2345,Nicholas Sparks,326,2007,False,4.12,328368,8443,114
334123,The Amulet of Samarkand,837,33467,Jonathan Stroud,462,2003,True,4.0,115368,8441,102
270730,Crank,838,2821144,Ellen Hopkins,537,2004,True,4.15,125593,8428,106
24800,House of Leaves,839,13974,Mark Z. Danielewski,705,2000,False,4.06,131432,8420,94
7940583,Chasing the Devil: The Search for Africa's Fighting Spirit,840,534082,Tim Butcher,336,2010,False,4.1,1557,8408,86
13362536,Opal,841,4476934,Jennifer L. Armentrout,394,2012,True,4.29,123894,8406,108
10194157,Shadow and Bone,842,4575289,Leigh Bardugo,358,2012,True,4.0,308235,8380,102
18839,Orlando,843,6765,Virginia Woolf,272,1928,False,3.86,60932,8348,119
46945,Requiem for a Dream,844,26335,Hubert Selby Jr.,279,1978,False,4.09,56454,8345,98
368916,"84, Charing Cross Road",845,58918,Helene Hanff,97,1970,False,4.16,46160,8336,124
162898,A Connecticut Yankee in King Arthur's Court,846,1244,Mark Twain,480,1889,False,3.77,95197,8288,125
321552,The Agony and the Ecstasy,847,12833,Irving Stone,776,1958,False,4.07,80522,8281,118
40496,How Green Was My Valley,848,22698,Richard Llewellyn,448,1939,False,4.18,14669,8276,120
9593911,Pandemonium,849,2936493,Lauren Oliver,375,2012,True,4.05,219696,8275,101
7822895,"The Millennium Trilogy (Millennium Trilogy, #1-3)",850,706255,Stieg Larsson,1531,2005,False,4.48,46125,8261,111
2731276,The Story of Edgar Sawtelle,851,982213,David Wroblewski,566,2008,False,3.62,91071,8234,111
497199,Factotum,852,13275,Charles Bukowski,208,1975,False,3.94,61453,8228,96
2666,The Bonfire of the Vanities,853,3083854,Tom Wolfe,690,1987,False,3.85,71660,8179,127
41424,Beauty: A Retelling of the Story of Beauty and the Beast,854,5339,Robin McKinley,256,1978,True,4.05,73990,8172,104
5168,Where the Heart Is,855,3510,Billie Letts,376,1995,False,4.02,238298,8159,127
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,856,7,Bill Bryson,397,1998,True,4.06,346776,8148,114
7437,Naked Lunch,857,4462369,William S. Burroughs,289,1959,False,3.46,83793,8138,106
11991,The Fall,858,957894,Albert Camus,147,1956,False,4.02,74226,8133,106
9566,Still Life with Woodpecker,859,197,Tom Robbins,288,1980,False,4.03,73614,8116,110
3099787,"Night World, No. 1",860,50873,L.J. Smith,729,2008,True,4.05,61431,8115,104
17728,The House of Mirth,861,16,Edith Wharton,351,1905,False,3.95,84597,8094,116
6567017,"Will Grayson, Will Grayson",862,1406384,John Green,310,2010,True,3.77,334595,8091,96
12395,Journey to the End of the Night,863,7869,Louis-Ferdinand Céline,453,1932,True,4.22,31962,8080,94
38180,On the Beach,864,21477,Nevil Shute,296,1957,False,3.94,35279,8070,121
13517535,Thoughtless,865,4372391,S.C. Stephens,530,2009,True,4.1,133999,8064,91
9014,The Long Walk,866,5858,Richard Bachman,370,1979,False,4.08,127179,8040,103
3466,The Wedding,867,2345,Nicholas Sparks,276,2003,True,3.99,138890,8035,106
4631,A Moveable Feast,868,1455,Ernest Hemingway,192,1964,False,4.04,118102,8031,115
44652,Fablehaven,869,25052,Brandon Mull,351,2006,True,4.09,134538,8028,104
4031,Lunar Park,870,2751,Bret Easton Ellis,404,2005,False,3.64,31216,8009,91
529626,Sometimes a Great Notion,871,7285,Ken Kesey,640,1964,False,4.18,20852,7998,101
16328,The Murder of Roger Ackroyd,872,123715,Agatha Christie,288,1926,True,4.24,153811,7988,111
42038,Shakespeare's Sonnets,873,947,William Shakespeare,488,1609,False,4.25,84217,7974,128
16056408,Easy,874,4826501,Tammara Webber,336,2012,True,4.08,216025,7968,98
16729,Beach Music,875,6942,Pat Conroy,800,1995,False,4.16,43424,7938,112
76171,We,876,43298,Yevgeny Zamyatin,255,1921,False,3.92,71057,7931,102
10916,The Pact,877,7128,Jodi Picoult,512,1998,False,4.01,273181,7926,106
395871,The Awakening / The Struggle,878,50873,L.J. Smith,492,1991,True,3.68,80710,7919,107
310459,"Roll of Thunder, Hear My Cry",879,26946,Mildred D. Taylor,288,1976,True,3.84,112503,7915,112
976,Deception Point,880,630,Dan Brown,556,2001,False,3.72,591986,7912,102
2702704,Faefever,881,48206,Karen Marie Moning,327,2008,True,4.31,91515,7906,102
13047090,Onyx,882,4476934,Jennifer L. Armentrout,421,2012,True,4.28,147676,7888,102
84136,Fantasy Lover,883,4430,Sherrilyn Kenyon,337,2002,True,4.16,84644,7881,103
22205,This Lullaby,884,2987,Sarah Dessen,345,2002,False,4.02,170811,7880,101
17788401,Ugly Love,885,5430144,Colleen Hoover,337,2014,False,4.25,173849,7865,90
23692271,Sapiens: A Brief History of Humankind,886,395812,Yuval Noah Harari,498,2011,False,4.42,505156,7851,85
18045891,Sharp Objects,887,2383,Gillian Flynn,254,2006,False,3.98,679763,7834,92
9369720,Passion,888,2905297,Lauren Kate,420,2011,True,3.88,146961,7822,110
23766634,A Court of Wings and Ruin,889,3433047,Sarah J. Maas,699,2017,True,4.44,254412,7815,88
11918,Bitten,890,7581,Kelley Armstrong,436,2001,True,4.04,90951,7806,98
23878688,The 5 Love Languages: The Secret to Love that Lasts,891,622,Gary Chapman,209,1990,True,4.25,298289,7804,106
2233407,From Dead to Worse,892,17061,Charlaine Harris,359,2008,True,4.01,174485,7730,112
5096,Wizard and Glass,893,3389,Stephen King,845,1997,True,4.23,166787,7725,103
6192,Disgrace,894,4128,J.M. Coetzee,220,1999,False,3.84,87150,7721,107
2122,The Fountainhead,895,432,Ayn Rand,704,1943,False,3.87,297458,7706,94
5056084,Wings,896,2096360,Aprilynne Pike,290,2009,True,3.75,74265,7702,98
140075,All Together Dead,897,17061,Charlaine Harris,323,2007,True,4.05,186720,7695,111
